"Gene","Outcome","Group","Regulation","lfc","padj","Significant"
"TNFSF12","Survived","Early","None",0.106752407333696,0.934589115646339,FALSE
"CFP","Survived","Early","None",0.105769436279138,0.919511964148797,FALSE
"PTK2","Survived","Early","None",0.104356370889349,0.940273570093612,FALSE
"DAXX","Survived","Early","None",0.104180294159713,0.918956557010032,FALSE
"STAT4","Survived","Early","None",0.103998783249725,0.937661771416586,FALSE
"LTF","Survived","Early","None",-0.103613858377162,0.966002642976306,FALSE
"NFKBIZ","Survived","Early","None",0.102083948557064,0.937661771416586,FALSE
"IFNB1","Survived","Early","None",-0.101722341263777,0.908136803762483,FALSE
"CD36","Survived","Early","None",-0.101369693947854,0.939734727086484,FALSE
"TGFBR2","Survived","Early","None",-0.101327558614676,0.937661771416586,FALSE
"ITGA5","Survived","Early","None",-0.100943876936824,0.941821035454835,FALSE
"SKI","Survived","Early","None",0.100742463939953,0.937661771416586,FALSE
"TLR9","Survived","Early","None",-0.0965416779103485,0.908136803762483,FALSE
"POLR2A","Survived","Early","None",-0.0959777040327712,0.937080830685137,FALSE
"SDHA","Survived","Early","None",-0.0955359994262555,0.938220530093755,FALSE
"MIF","Survived","Early","None",-0.0953204914958654,0.937661771416586,FALSE
"CEACAM3","Survived","Early","None",-0.095114905172764,0.919511964148797,FALSE
"CFD","Survived","Early","None",0.094929473740434,0.951555246262585,FALSE
"CD3G","Survived","Early","None",-0.0947458378939512,0.951555246262585,FALSE
"MAX","Survived","Early","None",-0.0930497438609486,0.937661771416586,FALSE
"IFNAR1","Survived","Early","None",0.0921924248200288,0.940273570093612,FALSE
"CD1A","Survived","Early","None",0.0912386696560192,0.937661771416586,FALSE
"HLA-DRB1","Survived","Early","None",-0.0906247168293017,0.939734727086484,FALSE
"CXCL11","Survived","Early","None",0.0905450815276447,0.937661771416586,FALSE
"TLR8","Survived","Early","None",0.0900092279650107,0.940273570093612,FALSE
"IL12RB2","Survived","Early","None",0.0892895535078866,0.938220530093755,FALSE
"ATG16L1","Survived","Early","None",-0.0852605430941704,0.940273570093612,FALSE
"CD8A","Survived","Early","None",0.0841145138129136,0.962070690463184,FALSE
"CD74","Survived","Early","None",-0.0835804244085541,0.939734727086484,FALSE
"HPRT1","Survived","Early","None",0.0833955665012169,0.941321904247553,FALSE
"CCL22","Survived","Early","None",-0.0830497427489281,0.908136803762483,FALSE
"RELB","Survived","Early","None",0.0819149008281004,0.940273570093612,FALSE
"CAMP","Survived","Early","None",0.0811292891825399,0.959289892106224,FALSE
"IRF3","Survived","Early","None",-0.0802935636698514,0.937661771416586,FALSE
"TRAF6","Survived","Early","None",-0.0800738087699111,0.938220530093755,FALSE
"ZAP70","Survived","Early","None",-0.0796157056931399,0.951555246262585,FALSE
"ALOX5","Survived","Early","None",0.0794532177407312,0.939734727086484,FALSE
"GZMH","Survived","Early","None",0.0788587517839492,0.954207234219623,FALSE
"PTPRC","Survived","Early","None",-0.0769308231845525,0.919511964148797,FALSE
"CYSLTR1","Survived","Early","None",-0.0765599825042251,0.944956311065991,FALSE
"HLA-DMA","Survived","Early","None",-0.0765453302682619,0.951555246262585,FALSE
"TFRC","Survived","Early","None",0.0763042949809796,0.959289892106224,FALSE
"RAF1","Survived","Early","None",-0.0759738025422205,0.938289576859854,FALSE
"SYK","Survived","Early","None",0.0755848823862788,0.951555246262585,FALSE
"TP53","Survived","Early","None",-0.0755016201278442,0.938220530093755,FALSE
"ATG10","Survived","Early","None",0.0754427133562316,0.940273570093612,FALSE
"FASLG","Survived","Early","None",0.0751283526203022,0.937661771416586,FALSE
"NFKBIA","Survived","Early","None",0.0748312799048776,0.952965598389457,FALSE
"PSMB7","Survived","Early","None",-0.0742978851953193,0.943995483660841,FALSE
"CDC42","Survived","Early","None",0.0734560079467492,0.954207234219623,FALSE
"CD46","Survived","Early","None",-0.0732189167884592,0.952965598389457,FALSE
"CCR5","Survived","Early","None",-0.071041176547582,0.959289892106224,FALSE
"MAP3K7","Survived","Early","None",0.0700191118132141,0.938220530093755,FALSE
"G6PD","Survived","Early","None",0.0691152644139166,0.943995483660841,FALSE
"IRAK1","Survived","Early","None",0.0657959757986957,0.9525205403485,FALSE
"ALOX15","Survived","Early","None",-0.0615649050326468,0.968537547593182,FALSE
"APP","Survived","Early","None",-0.0611305434341816,0.963069005028915,FALSE
"IRAK4","Survived","Early","None",0.0603245919927087,0.963069005028915,FALSE
"CCL7","Survived","Early","None",-0.0579265731536855,0.951195727703775,FALSE
"CCL1","Survived","Early","None",-0.0579265731536838,0.938220530093755,FALSE
"LAMP3","Survived","Early","None",-0.0579265731536838,0.941821035454835,FALSE
"MS4A2","Survived","Early","None",-0.0570064512026276,0.941821035454835,FALSE
"SHC1","Survived","Early","None",-0.0551177756577097,0.951555246262585,FALSE
"RAC1","Survived","Early","None",-0.0538025788098491,0.960481781732768,FALSE
"PDGFB","Survived","Early","None",-0.0536841835092989,0.968537547593182,FALSE
"ATG5","Survived","Early","None",-0.0530566378464883,0.963069005028915,FALSE
"MAPK8","Survived","Early","None",-0.0517629316644408,0.962070690463184,FALSE
"CD58","Survived","Early","None",-0.0507129261582087,0.965206454751547,FALSE
"NOTCH2","Survived","Early","None",-0.0502163333735446,0.954084245794961,FALSE
"CD81","Survived","Early","None",-0.0500441429586438,0.963069005028915,FALSE
"HLA-DRA","Survived","Early","None",0.0487330872368972,0.968537547593182,FALSE
"CASP8","Survived","Early","None",-0.0470202125188308,0.951555246262585,FALSE
"CHUK","Survived","Early","None",-0.0468095206518075,0.966002642976306,FALSE
"HIF1A","Survived","Early","None",0.0467759742433778,0.965206454751547,FALSE
"XCR1","Survived","Early","None",-0.0462468960295892,0.951555246262585,FALSE
"TGFB1","Survived","Early","None",-0.0458095807291024,0.965206454751547,FALSE
"HLA-DMB","Survived","Early","None",-0.0452248306194178,0.966601533462855,FALSE
"CD38","Survived","Early","None",-0.0439654967758436,0.966002642976306,FALSE
"IL18R1","Survived","Early","None",-0.0432090520238946,0.966601533462855,FALSE
"PTGER2","Survived","Early","None",-0.0416582484224248,0.951555246262585,FALSE
"TARP","Survived","Early","None",-0.0416016933267507,0.968537547593182,FALSE
"PRKCB","Survived","Early","None",-0.0413771182164204,0.965206454751547,FALSE
"PTPN6","Survived","Early","None",0.0400570758460717,0.966002642976306,FALSE
"CCND3","Survived","Early","None",0.04000807808597,0.966002642976306,FALSE
"ICAM4","Survived","Early","None",0.0391883477192829,0.979384604474467,FALSE
"KLRD1","Survived","Early","None",0.0377959666032712,0.976719021971944,FALSE
"CIITA","Survived","Early","None",-0.0368098935993251,0.970969304573971,FALSE
"IKBKG","Survived","Early","None",0.0367780976219594,0.966601533462855,FALSE
"SMAD5","Survived","Early","None",0.036619923739643,0.966601533462855,FALSE
"CTSC","Survived","Early","None",-0.0359673854508316,0.968537547593182,FALSE
"IL27","Survived","Early","None",0.0348752608510283,0.959289892106224,FALSE
"CLEC6A","Survived","Early","None",0.0345306692494924,0.963069005028915,FALSE
"CD4","Survived","Early","None",-0.0328462596701158,0.970686156548392,FALSE
"MAFG","Survived","Early","None",0.0326432792622589,0.966002642976306,FALSE
"HFE","Survived","Early","None",-0.0325918987624458,0.965206454751547,FALSE
"KLRF2","Survived","Early","None",0.0325140517600362,0.966002642976306,FALSE
"CARD9","Survived","Early","None",-0.0310880187569031,0.970686156548392,FALSE
"PTPN2","Survived","Early","None",0.030235651338602,0.979384604474467,FALSE
"TRADD","Survived","Early","None",0.0292456044932408,0.987804528244805,FALSE
"JAK3","Survived","Early","None",0.028125166440387,0.973622852683918,FALSE
"KLRF1","Survived","Early","None",-0.027832407281009,0.983548108208213,FALSE
"HMGN1","Survived","Early","None",-0.0264162652043165,0.970686156548392,FALSE
"PLA2G6","Survived","Early","None",-0.0252625983006167,0.968537547593182,FALSE
"STAT6","Survived","Early","None",0.0238072871224233,0.973622852683918,FALSE
"XBP1","Survived","Early","None",0.0227711605743544,0.979384604474467,FALSE
"TRAF1","Survived","Early","None",-0.0225606259428348,0.981352327140592,FALSE
"GFI1","Survived","Early","None",0.0198897087649197,0.982943243686714,FALSE
"XCL1","Survived","Early","None",0.0195385009245292,0.979384604474467,FALSE
"BLNK","Survived","Early","None",-0.0192293400405807,0.987804528244805,FALSE
"HDAC3","Survived","Early","None",0.0185756492000912,0.987804528244805,FALSE
"HLA-DPA1","Survived","Early","None",-0.0148162968658259,0.987804528244805,FALSE
"KEAP1","Survived","Early","None",0.0131614015496018,0.982943243686714,FALSE
"IL18","Survived","Early","None",-0.0124394602047229,0.989701855170032,FALSE
"IL10RA","Survived","Early","None",0.0121734904976414,0.987804528244805,FALSE
"TRAF2","Survived","Early","None",-0.0119834546180755,0.987804528244805,FALSE
"GZMB","Survived","Early","None",0.0115355091925018,0.992263938159891,FALSE
"MEF2D","Survived","Early","None",-0.0112227393843796,0.987804528244805,FALSE
"CCL8","Survived","Early","None",-0.0103803448837683,0.987804528244805,FALSE
"CD53","Survived","Early","None",0.00846374041137565,0.987804528244805,FALSE
"PDCD2","Survived","Early","None",0.0073173791095611,0.991780255286099,FALSE
"PSMD7","Survived","Early","None",0.0064536332743792,0.992263938159891,FALSE
"ABCF1","Survived","Early","None",-0.00641414265243334,0.992263938159891,FALSE
"ATG12","Survived","Early","None",-0.00553935006093376,0.991780255286099,FALSE
"CRADD","Survived","Early","None",-0.00487789821973195,0.991780255286099,FALSE
"IRAK3","Survived","Early","None",0.00454821208769829,0.993358123672784,FALSE
"ICAM2","Survived","Early","None",0.0040619597278333,0.992743447820127,FALSE
"LILRA6","Survived","Early","None",0.0029599562997138,0.993179904645933,FALSE
"IL6R","Survived","Early","None",0.0014483467682247,0.997292330123177,FALSE
"IFIT2","Survived","Middle","Up",6.53269328974767,4.89208566851374e-16,TRUE
"OAS1","Survived","Middle","Up",5.934805046834,4.26055289664181e-12,TRUE
"IFI44","Survived","Middle","Up",5.70292726669582,1.77101566274873e-15,TRUE
"MX1","Survived","Middle","Up",5.59803139283574,1.04592756928755e-19,TRUE
"IFIT3","Survived","Middle","Up",5.5889822804948,1.33642372580335e-13,TRUE
"CXCL10","Survived","Middle","Up",5.57564916463945,1.22090846355021e-12,TRUE
"OAS2","Survived","Middle","Up",4.91682899393613,4.12307476382296e-19,TRUE
"OASL","Survived","Middle","Up",4.8397024559005,5.69279628792866e-17,TRUE
"IL1RN","Survived","Middle","Up",4.71320387751977,5.01729139859887e-14,TRUE
"GBP1","Survived","Middle","Up",4.38456375105718,5.67999003393441e-12,TRUE
"TNFAIP6","Survived","Middle","Up",4.11182313471442,1.43059215786275e-11,TRUE
"SERPING1","Survived","Middle","Up",4.11034496211199,1.55704155374408e-13,TRUE
"IFIT1","Survived","Middle","Up",4.07635289301781,5.67999003393441e-12,TRUE
"SOCS1","Survived","Middle","Up",4.0036022875359,2.93641270616665e-13,TRUE
"MX2","Survived","Middle","Up",3.9188060212371,1.22090846355021e-12,TRUE
"IRF7","Survived","Middle","Up",3.91320624480848,6.23220678269085e-12,TRUE
"DDX58","Survived","Middle","Up",3.75837098802176,7.34559606328611e-13,TRUE
"OAS3","Survived","Middle","Up",3.62792590988192,4.55764839646005e-14,TRUE
"TNFSF10","Survived","Middle","Up",3.49720435308942,1.45318195774347e-11,TRUE
"IDO1","Survived","Middle","Up",3.31785005612311,1.32468280607923e-10,TRUE
"IFIH1","Survived","Middle","Up",3.3006428544282,5.42790904760901e-12,TRUE
"SOCS3","Survived","Middle","Up",3.05658456830438,2.67954308839932e-07,TRUE
"MR1","Survived","Middle","Up",3.02312378340054,4.26055289664181e-12,TRUE
"S100A8","Survived","Middle","Up",2.98368543075853,4.45703708359626e-06,TRUE
"EIF2AK2","Survived","Middle","Up",2.90403679943238,2.64394955612145e-11,TRUE
"CD274","Survived","Middle","Up",2.88947700277012,4.72683247729891e-10,TRUE
"S100A9","Survived","Middle","Up",2.86656117641641,7.22278675676105e-06,TRUE
"TLR3","Survived","Middle","Up",2.82130621870618,4.90935222735287e-07,TRUE
"STAT2","Survived","Middle","Up",2.81012929246208,6.0908858238028e-07,TRUE
"FCGR1A","Survived","Middle","Up",2.74145621816968,0.000620197850723624,TRUE
"SIGLEC1","Survived","Middle","Up",2.71203979719459,2.40799022401173e-05,TRUE
"KLRB1","Survived","Middle","Down",-2.67604204897635,1.47003696418824e-05,TRUE
"TNFSF13B","Survived","Middle","Up",2.62564353704477,1.38768570896645e-07,TRUE
"LILRA3","Survived","Middle","Up",2.57987599547339,3.28605230391165e-05,TRUE
"RARRES3","Survived","Middle","Up",2.54347960969601,1.30502928642096e-05,TRUE
"STAT1","Survived","Middle","Up",2.42221056851192,1.28893128315383e-06,TRUE
"PML","Survived","Middle","Up",2.39312053301426,7.64331287013788e-10,TRUE
"FPR2","Survived","Middle","Up",2.38454526662815,3.59581477386731e-05,TRUE
"GZMK","Survived","Middle","Down",-2.38015076808913,0.00229090194260942,TRUE
"CCL3","Survived","Middle","Up",2.36171558267425,0.00167708581673138,TRUE
"CASP1","Survived","Middle","Up",2.35015964651604,3.49076063648257e-08,TRUE
"ISG20","Survived","Middle","Up",2.30770111355614,2.74648861956958e-07,TRUE
"DEFB1","Survived","Middle","Up",2.30672595971599,0.00779204204535136,TRUE
"IFI35","Survived","Middle","Up",2.27338442742224,7.32356615378175e-07,TRUE
"CD96","Survived","Middle","Down",-2.26615440033989,1.6776595807572e-05,TRUE
"KLRC3","Survived","Middle","Down",-2.21366916760308,0.000752860264425709,TRUE
"HLA-DOB","Survived","Middle","Down",-2.20145089183253,1.07584801096148e-05,TRUE
"CEACAM1","Survived","Middle","Down",-2.17372330557964,0.000951159906501581,TRUE
"CSF3R","Survived","Middle","Up",2.08179097812257,0.000137176688302569,TRUE
"KLRK1","Survived","Middle","Down",-2.08153886840246,0.000144702419124779,TRUE
"C2","Survived","Middle","Up",2.0780928878337,1.20495174471059e-05,TRUE
"IFITM1","Survived","Middle","Up",2.05777827218247,6.86768540415654e-05,TRUE
"ATM","Survived","Middle","Down",-2.04829728239454,5.91979797702391e-05,TRUE
"CCRL2","Survived","Middle","Up",2.04435465834857,6.86768540415654e-05,TRUE
"JAK2","Survived","Middle","Up",2.02973244722062,2.10250836678126e-07,TRUE
"KCNJ2","Survived","Middle","Up",2.01849300209352,0.000239606042941228,TRUE
"FCAR","Survived","Middle","Up",2.01684890230818,7.4406970766557e-05,TRUE
"LY96","Survived","Middle","Up",1.99932534365473,0.000262025496229703,TRUE
"BST2","Survived","Middle","Up",1.99614197918117,3.60211873262263e-08,TRUE
"NLRP3","Survived","Middle","Up",1.98726627709055,7.28401446676704e-05,TRUE
"TAP1","Survived","Middle","Up",1.97597411143715,3.23644192342178e-06,TRUE
"IL18RAP","Survived","Middle","Up",1.97030498727323,0.000332049135647944,TRUE
"KLRF1","Survived","Middle","Down",-1.96977298614586,0.000721397337962181,TRUE
"IL7R","Survived","Middle","Down",-1.9529006380939,0.000658452328846294,TRUE
"CD1C","Survived","Middle","Down",-1.95221323430007,0.00976888286489332,TRUE
"TWIST2","Survived","Middle","Up",1.95053470415083,3.60247204698916e-05,TRUE
"ARG2","Survived","Middle","Up",1.9435879379207,0.000199335898135917,TRUE
"CSF2RB","Survived","Middle","Up",1.9103504756382,0.000155529256394175,TRUE
"CD247","Survived","Middle","Down",-1.88586053764467,0.000234981963655479,TRUE
"MKNK1","Survived","Middle","Up",1.8834006480711,0.000146942681727282,TRUE
"ITGAM","Survived","Middle","Up",1.86213051631266,5.83942125845328e-05,TRUE
"CXCL11","Survived","Middle","Up",1.84647743303191,0.00117503703627846,TRUE
"HLA-DRB1","Survived","Middle","Down",-1.82763054745104,0.000103484116801623,TRUE
"SH2D1A","Survived","Middle","Down",-1.81753056644549,0.000957000229231677,TRUE
"RIPK2","Survived","Middle","Up",1.80764263595039,3.59581477386731e-05,TRUE
"TLR2","Survived","Middle","Up",1.7716735433369,0.000178587351685562,TRUE
"CLEC7A","Survived","Middle","Up",1.75455193117421,0.000514274952297577,TRUE
"KLRD1","Survived","Middle","Down",-1.75271839145771,0.00619388301210408,TRUE
"CEBPB","Survived","Middle","Up",1.72876065216714,3.44223464473798e-05,TRUE
"FAS","Survived","Middle","Up",1.72352970718948,3.26404026012164e-05,TRUE
"TLR4","Survived","Middle","Up",1.7210533274809,0.00363575784916193,TRUE
"S1PR1","Survived","Middle","Down",-1.71235938966614,0.000534191903020824,TRUE
"CCL23","Survived","Middle","None",1.69298781647344,0.119761230702847,FALSE
"HSH2D","Survived","Middle","Up",1.69060187280617,0.000193991550382331,TRUE
"CCR7","Survived","Middle","Down",-1.6785318822203,0.00219435115183153,TRUE
"CD79A","Survived","Middle","Down",-1.67614694212527,0.005745673104204,TRUE
"TARP","Survived","Middle","Down",-1.66391289980205,0.00127011919894246,TRUE
"HLA-DMA","Survived","Middle","Down",-1.65741004123132,0.00117503703627846,TRUE
"BTLA","Survived","Middle","Down",-1.65577842379153,0.000938302731271167,TRUE
"CCL2","Survived","Middle","Up",1.65488597773195,0.028053551034096,TRUE
"IRF5","Survived","Middle","Up",1.64857744331332,0.00160312322895374,TRUE
"PTPN22","Survived","Middle","Down",-1.64096947124844,0.00171970776717789,TRUE
"NFATC3","Survived","Middle","Down",-1.62011409626042,0.00096571990950403,TRUE
"KLRG1","Survived","Middle","Down",-1.6141238111036,0.00170601025104315,TRUE
"C1QB","Survived","Middle","Up",1.60963267417786,0.00921737582883496,TRUE
"CD27","Survived","Middle","Down",-1.60198830717073,0.000479295074623069,TRUE
"TLR5","Survived","Middle","Up",1.59522625205734,0.00445587374251998,TRUE
"CLEC4A","Survived","Middle","Up",1.57693219553724,0.0115350231401681,TRUE
"IRF1","Survived","Middle","Up",1.5648959911486,0.00137878735873865,TRUE
"CD28","Survived","Middle","Down",-1.5606121530122,0.000721397337962181,TRUE
"CR2","Survived","Middle","Down",-1.55757845138791,0.000476679570819141,TRUE
"ETS1","Survived","Middle","Down",-1.5571526324927,0.000338337170196465,TRUE
"GPR183","Survived","Middle","Down",-1.55160525587922,0.00127011919894246,TRUE
"CYBB","Survived","Middle","Up",1.51867020377838,0.000259467872839179,TRUE
"AHR","Survived","Middle","Down",-1.51816108731941,0.00219435115183153,TRUE
"LILRA5","Survived","Middle","Up",1.50922222665291,0.0119941246257813,TRUE
"ITGB1","Survived","Middle","Down",-1.5035506818674,0.00209466401263888,TRUE
"HLA-DQB1","Survived","Middle","Down",-1.50294351478681,0.0164973900081529,TRUE
"CCR3","Survived","Middle","Down",-1.49447604319591,0.00531136065480726,TRUE
"CD24","Survived","Middle","Down",-1.491460777186,0.00934368667748808,TRUE
"PSMB8","Survived","Middle","Up",1.47878695607426,7.8217565016753e-05,TRUE
"CD8B","Survived","Middle","Down",-1.46389255650093,0.028591640333943,TRUE
"HLA-DMB","Survived","Middle","Down",-1.46369352535577,0.00197643167307286,TRUE
"TGFBR1","Survived","Middle","Down",-1.46146851635693,0.00321595099193976,TRUE
"NOD1","Survived","Middle","Up",1.44560383814926,0.00115815597293704,TRUE
"PDCD1LG2","Survived","Middle","Up",1.44448573907728,0.00837749307435478,TRUE
"LITAF","Survived","Middle","Up",1.43703017346269,0.00553071210104264,TRUE
"FCGR2A","Survived","Middle","Up",1.43606025099493,0.0058088027869484,TRUE
"CISH","Survived","Middle","Up",1.43006067047661,0.000210169398952898,TRUE
"SIGIRR","Survived","Middle","Down",-1.41646153959825,0.00369086388899281,TRUE
"PSMB9","Survived","Middle","Up",1.40459404821036,1.99561606926515e-07,TRUE
"NOD2","Survived","Middle","Up",1.40191264903281,0.000885188149037212,TRUE
"IL7","Survived","Middle","Down",-1.40083077095103,0.000938302731271167,TRUE
"SLAMF6","Survived","Middle","Down",-1.37692456663192,0.00157760858730119,TRUE
"PYCARD","Survived","Middle","Up",1.37689323019832,0.00109306225756078,TRUE
"HLA-DQA1","Survived","Middle","Down",-1.36616844510697,0.00702334424758387,TRUE
"IFI16","Survived","Middle","Up",1.3630198434335,0.000654087362156167,TRUE
"LAIR1","Survived","Middle","Down",-1.35370583777411,0.0331013506778154,TRUE
"BCL3","Survived","Middle","Up",1.34259779557639,0.00387796380345108,TRUE
"FCGR2B","Survived","Middle","Up",1.336713907249,0.00610473271114383,TRUE
"IL2RB","Survived","Middle","Down",-1.33468153051691,0.0145064786129359,TRUE
"SELL","Survived","Middle","Up",1.3238668027516,0.016290329558548,TRUE
"EOMES","Survived","Middle","Down",-1.32119725240149,0.00385207028351426,TRUE
"ICOS","Survived","Middle","Down",-1.32006661249343,0.00764955902217417,TRUE
"IKZF3","Survived","Middle","Down",-1.30974429959959,0.00808346398098504,TRUE
"NR3C1","Survived","Middle","Down",-1.30429029787481,0.00703451789857574,TRUE
"CSF1","Survived","Middle","Up",1.29433931773983,0.00840702330699836,TRUE
"TMEM173","Survived","Middle","Up",1.28900832752649,0.00634156415494144,TRUE
"LILRA2","Survived","Middle","Up",1.28117657346893,0.00610473271114383,TRUE
"IL1B","Survived","Middle","Up",1.27281370012063,0.0231269269071811,TRUE
"CD97","Survived","Middle","Up",1.26961237555881,0.00553071210104264,TRUE
"ALOX5","Survived","Middle","Up",1.26931508309634,0.0117102704514669,TRUE
"CD58","Survived","Middle","Down",-1.26653329390684,0.00914380684168508,TRUE
"CEACAM8","Survived","Middle","Down",-1.26578848766892,0.0162040774145677,TRUE
"IFNGR2","Survived","Middle","Up",1.25518729850418,0.00531136065480726,TRUE
"CAMP","Survived","Middle","None",1.2477947087574,0.0671167335099326,FALSE
"CD5","Survived","Middle","Down",-1.23655701868394,0.00471774687328842,TRUE
"EIF2A","Survived","Middle","Down",-1.23396454574436,0.00696116938359784,TRUE
"ILF3","Survived","Middle","Down",-1.23040153577448,0.005745673104204,TRUE
"CD244","Survived","Middle","Down",-1.22814616804695,0.00330339356295979,TRUE
"TAP2","Survived","Middle","Up",1.21927479128004,0.00370024219402274,TRUE
"FCGR3","Survived","Middle","Up",1.2064787618938,0.0320283333350962,TRUE
"HLA-A","Survived","Middle","None",1.20641691646763,0.301867076444726,FALSE
"TUBB","Survived","Middle","Down",-1.19809625096595,0.0289480809577064,TRUE
"C1QA","Survived","Middle","None",1.19603453444725,0.0812398304996954,FALSE
"CCL4","Survived","Middle","Down",-1.18808584688604,0.0062677708687835,TRUE
"NCF4","Survived","Middle","Up",1.17911174463356,0.0138329732883211,TRUE
"HLA-C","Survived","Middle","None",1.17838961486318,0.766402469927859,FALSE
"CD163","Survived","Middle","None",1.17806420898133,0.0794466451311358,FALSE
"IRF4","Survived","Middle","Down",-1.16876544587999,0.0166385707099319,TRUE
"STAT3","Survived","Middle","Up",1.16519378359336,0.0058088027869484,TRUE
"MAP4K1","Survived","Middle","Down",-1.1629434260159,0.0162197323648332,TRUE
"CCL21","Survived","Middle","None",1.15650600772747,0.0905143308738609,FALSE
"CD164","Survived","Middle","Up",1.15476527960227,0.00387796380345108,TRUE
"BCL2L11","Survived","Middle","Down",-1.15264323343721,0.0214668440935146,TRUE
"CCR4","Survived","Middle","Down",-1.14781508345166,0.033293382162533,TRUE
"CD3G","Survived","Middle","None",-1.14365983607179,0.0817431880033055,FALSE
"IL1RAP","Survived","Middle","None",1.14286362226759,0.0552840420471653,FALSE
"NFKBIA","Survived","Middle","Up",1.13954110743535,0.0348089566419438,TRUE
"FKBP5","Survived","Middle","Up",1.1389262318671,0.00470750657689465,TRUE
"TLR6","Survived","Middle","Up",1.13399680307466,0.0419089337803746,TRUE
"CD82","Survived","Middle","None",-1.13376244373853,0.0771571398044327,FALSE
"EWSR1","Survived","Middle","Down",-1.12976263908994,0.0179022557148153,TRUE
"LILRA1","Survived","Middle","None",1.12814321330832,0.342910837336031,FALSE
"C9","Survived","Middle","None",1.12773970241897,0.235926668301622,FALSE
"TRAF1","Survived","Middle","Down",-1.12664372453091,0.00387796380345108,TRUE
"DEFA1","Survived","Middle","None",1.12488300686199,0.467689439938808,FALSE
"STAT4","Survived","Middle","Down",-1.10799907050038,0.0171313353325563,TRUE
"CD2","Survived","Middle","Down",-1.10372013117919,0.0242609004278644,TRUE
"GZMM","Survived","Middle","Down",-1.10361373179052,0.0161904697827968,TRUE
"IL13RA1","Survived","Middle","Up",1.10048482934068,0.028591640333943,TRUE
"REPS1","Survived","Middle","Down",-1.09513779910653,0.0131383685483383,TRUE
"CD3D","Survived","Middle","None",-1.09468264720349,0.132855774604617,FALSE
"MME","Survived","Middle","None",-1.07376643570571,0.0747697299641443,FALSE
"ZAP70","Survived","Middle","Down",-1.07243628992343,0.0145883878855924,TRUE
"HLA-DPB1","Survived","Middle","None",-1.06763133379386,0.0965184731572631,FALSE
"TIGIT","Survived","Middle","Down",-1.06304776239967,0.0381777159513294,TRUE
"C5aR1","Survived","Middle","Up",1.06049117326479,0.0478150944433726,TRUE
"TRAF4","Survived","Middle","Down",-1.05712515665179,0.0273630214621843,TRUE
"ROCK2","Survived","Middle","Up",1.05426661480353,0.0339663008406722,TRUE
"C4A","Survived","Middle","Up",1.04795434572949,0.0143695609845529,TRUE
"MAP2K6","Survived","Middle","Down",-1.04692133833099,0.0026485403630914,TRUE
"ALOX15","Survived","Middle","None",-1.04605318022506,0.198519500328376,FALSE
"CASP2","Survived","Middle","Down",-1.0317324623187,0.0203427081950696,TRUE
"KIT","Survived","Middle","Down",-1.02791136618679,0.00272882813732084,TRUE
"HLA-B","Survived","Middle","Up",1.02271178407728,0.00510896349040143,TRUE
"LEF1","Survived","Middle","Down",-1.01572417213745,0.0478773966026547,TRUE
"BATF3","Survived","Middle","None",0.997820614473004,0.0251934974837845,FALSE
"TNFRSF1B","Survived","Middle","None",0.996978297042475,0.052476717305755,FALSE
"NFATC2","Survived","Middle","None",-0.995221028242084,0.0271769855302884,FALSE
"FLT3LG","Survived","Middle","None",-0.993276500693347,0.0161904697827968,FALSE
"TBP","Survived","Middle","None",-0.993184611803214,0.00419561307646898,FALSE
"CD19","Survived","Middle","None",-0.992680605784678,0.0932037479404558,FALSE
"MS4A1","Survived","Middle","None",-0.989433100554821,0.148078627161029,FALSE
"TAPBP","Survived","Middle","None",0.984233710197717,0.00694219237231625,FALSE
"MYD88","Survived","Middle","None",0.982253930986655,0.0352778948844775,FALSE
"FCER1G","Survived","Middle","None",0.981393647277073,0.0026485403630914,FALSE
"CR1","Survived","Middle","None",-0.977342555125676,0.00718172457927334,FALSE
"TAGAP","Survived","Middle","None",0.976303756476849,0.0214668440935146,FALSE
"TRAF5","Survived","Middle","None",-0.975177559189506,0.0203427081950696,FALSE
"IL17RA","Survived","Middle","None",0.965733422207348,0.062741666600092,FALSE
"PSMC2","Survived","Middle","None",-0.96430863850967,0.0196318209200763,FALSE
"C1QBP","Survived","Middle","None",-0.963546615376069,0.0841971883697729,FALSE
"MYC","Survived","Middle","None",-0.96131461537535,0.0289546040731116,FALSE
"HLA-DRA","Survived","Middle","None",-0.960813981217003,0.152642640362728,FALSE
"GZMH","Survived","Middle","None",-0.959188947552208,0.132855774604617,FALSE
"CD3E","Survived","Middle","None",-0.957845628815974,0.0289480809577064,FALSE
"CD1A","Survived","Middle","None",-0.954383991894324,0.0056151068717667,FALSE
"TNF","Survived","Middle","None",0.950294817297001,0.0445005892452183,FALSE
"FOS","Survived","Middle","None",-0.94824661839095,0.155329601222003,FALSE
"IRAK3","Survived","Middle","None",0.948199808348576,0.117527728790973,FALSE
"BCL2","Survived","Middle","None",-0.940751245608908,0.154680947152799,FALSE
"RNASEL","Survived","Middle","None",0.934507759600995,0.013580739337522,FALSE
"TIRAP","Survived","Middle","None",-0.931899421963828,0.0138329732883211,FALSE
"DDIT3","Survived","Middle","None",0.931024441153709,0.10154223972359,FALSE
"CD6","Survived","Middle","None",-0.927475190082454,0.0622334419925639,FALSE
"LTF","Survived","Middle","None",0.919407375904886,0.563292285067391,FALSE
