"Gene","Outcome","Group","Regulation","lfc","padj","Significant"
"IL-1β","Succumbed","Late","Up",1.6032903319764,0.00945308209400113,TRUE
"MMP-9","Succumbed","Late","Up",1.50908240148369,1.20235818660885e-05,TRUE
"IL-23","Succumbed","Late","Up",1.42269034911978,0.0386699703976524,TRUE
"MMP-2","Succumbed","Late","Up",1.21401916406215,0.000660088842109472,TRUE
"Cystatin C","Succumbed","Late","Up",1.14064477995375,0.00101051327439826,TRUE
"RANTES","Succumbed","Late","None",1.07902356549716,0.201042601465031,FALSE
"SAA","Succumbed","Late","None",0.954312353563157,0.0178448873592779,FALSE
"IL-17A","Succumbed","Late","None",0.928978203546248,0.0185165130322206,FALSE
"sCD40L","Succumbed","Late","None",0.908416280605579,0.0680109727950894,FALSE
"IL-12p40","Succumbed","Late","None",0.8947643854876,0.201042601465031,FALSE
"Tissue Factor","Succumbed","Late","None",0.88835184492038,0.000117154261191368,FALSE
"ICAM-1","Succumbed","Late","None",0.887417899330691,0.00172560406380398,FALSE
"Prothrombin","Succumbed","Late","None",-0.877683984184962,0.00654100049334044,FALSE
"NGAL","Succumbed","Late","None",0.678570936703752,0.00478915036725947,FALSE
"IL-8","Succumbed","Late","None",-0.657071768963322,0.0190321534028996,FALSE
"Antithrombin","Succumbed","Late","None",-0.65513267431993,0.00124203201004978,FALSE
"IFN-β","Succumbed","Late","None",0.644421292342058,0.0731017711996986,FALSE
"OPN","Succumbed","Late","None",0.581578705858822,0.00511458024447446,FALSE
"Plasminogen","Succumbed","Late","None",-0.517124543724677,0.0300895708999479,FALSE
"Fibrinogen","Succumbed","Late","None",0.467046030700615,0.0731017711996986,FALSE
"Factor XIII","Succumbed","Late","None",0.41409387802862,0.0215137777153007,FALSE
"IL-10","Succumbed","Late","None",0.409542834633585,0.165727134000103,FALSE
"MIP-1α","Succumbed","Late","None",-0.365102430863707,0.0443266135906695,FALSE
"PSGL-1","Succumbed","Late","None",0.110737481066048,0.426102811608365,FALSE
